rep,k,n_lambda,mu,sigma,min_size,filename,maxima,maxvals,loc,scale,shape,gev_max
2,30,30,100,34,10,rep2_k30_lambda30_mu100,,,158.62503061067596,13.151939740892617,0.03489026105720684,215.09760677167324
3,10,30,100,34,10,rep3_k10_lambda30_mu100,,,167.79218034119828,16.154791892548417,-0.2565729154600647,199.20996875463527
3,30,200,100,34,10,rep3_k30_lambda200_mu100,,,188.35047815757272,10.426028307903207,0.09706811452576981,240.18935456894658
4,5,2000,100,34,10,rep4_k5_lambda2000_mu100,,,215.56190941074985,9.712616128584441,-0.5436230533339295,226.81149210195161
4,30,30,100,34,10,rep4_k30_lambda30_mu100,,,161.07240434599953,15.366585256730215,-0.08844903877507967,211.86084947767978
5,5,2000,100,34,10,rep5_k5_lambda2000_mu100,,,208.7331204843781,7.873475994475806,-0.19743930608119414,221.93448378276705
5,30,200,100,34,10,rep5_k30_lambda200_mu100,,,188.86714270001133,11.667844307168693,0.04734493631896021,240.38092532845022
6,10,200,100,34,10,rep6_k10_lambda200_mu100,,,192.7055234597362,11.03174582236704,-0.4333979215939951,209.85192333074573
6,30,10000,100,34,10,rep6_k30_lambda10000_mu100,,,227.18013007222032,8.70521927763691,0.03760614086501019,264.8816355407525
7,10,200,100,34,10,rep7_k10_lambda200_mu100,,,182.85966511621393,11.147648936625405,-0.14379659261197672,208.33640533114098
7,30,10000,100,34,10,rep7_k30_lambda10000_mu100,,,227.17443700100029,5.531190722365169,0.14262620788452102,258.00530932423914
8,10,200,100,34,10,rep8_k10_lambda200_mu100,,,188.4710428439086,7.762636990049587,0.1896098216278477,220.45867992333638
8,30,10000,100,34,10,rep8_k30_lambda10000_mu100,,,221.56684135634902,7.002807969515737,0.08031061910277985,255.04153555104196
9,10,200,100,34,10,rep9_k10_lambda200_mu100,,,183.86212625200204,6.240923920905393,0.17052825444546799,208.7353933329959
9,30,10000,100,34,10,rep9_k30_lambda10000_mu100,,,225.64290549080462,7.125212415046897,-0.004354720959415886,253.7127644754055
10,20,50,100,34,10,rep10_k20_lambda50_mu100,,,172.09110973646108,11.185944044024142,-0.420452531955426,192.00393169713965
10,100,2000,100,34,10,rep10_k100_lambda2000_mu100,,,210.35673045611446,9.329537590383628,0.02667409352388878,262.4112871474723
1,20,30,20,6.8,10,rep1_k20_lambda30_mu20,,,32.160255064225794,3.1042793055561275,-0.06923489367100102,41.86315529635177
1,100,200,20,6.8,10,rep1_k100_lambda200_mu20,,,37.71999098266073,2.445744224841042,-0.06440247451864232,48.41740089405122
2,20,200,20,6.8,10,rep2_k20_lambda200_mu20,,,37.5493983473073,1.9072209927726247,-0.1313818668620533,42.8570566721432
2,100,10000,20,6.8,10,rep2_k100_lambda10000_mu20,,,45.48074568271927,1.6279065106227069,-0.06532994324928773,52.57434470282903
3,30,50,20,6.8,10,rep3_k30_lambda50_mu20,,,34.23399570829885,3.143966779323176,-0.3641531152377395,40.63807501702237
4,5,10000,20,6.8,10,rep4_k5_lambda10000_mu20,,,45.63349447111227,1.2803967094857476,-0.6356205675804926,46.99527628286426
4,30,50,20,6.8,10,rep4_k30_lambda50_mu20,,,34.08695513153088,3.140434115050818,-0.1878883060267347,42.66893016378043
5,5,200,20,6.8,10,rep5_k5_lambda200_mu20,,,37.4079480743231,2.724232912044318,0.05851736078008396,43.9255756266151
5,30,2000,20,6.8,10,rep5_k30_lambda2000_mu20,,,42.3548915603571,1.6567656491240437,-0.13644354612653412,47.33948500329732
6,10,2000,20,6.8,10,rep6_k10_lambda2000_mu20,,,43.147079543019224,1.2893165797485886,-0.09685031806058102,46.31117191124471
6,100,30,20,6.8,10,rep6_k100_lambda30_mu20,,,32.891373690906065,3.276494109529949,-0.2912550373485092,41.49162290389103
7,20,30,20,6.8,10,rep7_k20_lambda30_mu20,,,32.54791873225985,2.4444057455782424,-0.34978540448891526,37.35612302315202
7,100,200,20,6.8,10,rep7_k100_lambda200_mu20,,,38.166623742485065,2.373687248867818,-0.11128418262591283,47.39626623617485
8,20,10000,20,6.8,10,rep8_k20_lambda10000_mu20,,,45.5484140773823,1.5921583601736127,-0.004219149903322027,51.19624202853224
9,5,200,20,6.8,10,rep9_k5_lambda200_mu20,,,39.37001598749305,1.717753143399133,0.0018515704575766123,43.13901011150279
9,30,2000,20,6.8,10,rep9_k30_lambda2000_mu20,,,42.118842152742225,1.453157042339245,-0.06607826620423694,47.14932188591808
10,10,50,20,6.8,10,rep10_k10_lambda50_mu20,,,34.652741921970446,2.080174465414844,-0.42271071213304545,37.92543426805436
10,30,2000,20,6.8,10,rep10_k30_lambda2000_mu20,,,42.42989640583449,1.5850581538918904,-0.10492744535656967,47.503568711313726
1,10,50,50,17,10,rep1_k10_lambda50_mu50,,,85.89429202158051,5.4649112377870805,-0.3353027785064512,95.46803231486767
1,30,2000,50,17,10,rep1_k30_lambda2000_mu50,,,107.98395699763536,5.354473649563045,-0.5198276848458405,116.72749401955969
2,10,2000,50,17,10,rep2_k10_lambda2000_mu50,,,106.55120727081858,5.125654683205897,-0.33592360293939283,115.53219704607292
2,100,30,50,17,10,rep2_k100_lambda30_mu50,,,80.45638805261927,8.08084013187013,-0.15488573682215206,108.81424425706179
3,10,50,50,17,10,rep3_k10_lambda50_mu50,,,89.91711141823487,7.27275826514824,-0.5015032743386961,100.38279896440831
3,30,2000,50,17,10,rep3_k30_lambda2000_mu50,,,106.39840333861837,4.681038639640458,-0.24916265469161536,117.8785587547491
4,5,10000,50,17,10,rep4_k5_lambda10000_mu50,,,111.51005129355968,3.9541458424010925,0.040121738375580106,120.70447315462422
4,30,50,50,17,10,rep4_k30_lambda50_mu50,,,83.89530452870521,8.808938607297069,-0.20736401449791014,107.15612846388456
5,5,10000,50,17,10,rep5_k5_lambda10000_mu50,,,112.73051529574857,1.3161102648207605,0.4788505712627537,120.02023000982179
5,30,50,50,17,10,rep5_k30_lambda50_mu50,,,82.25590170923243,5.54041281880019,-0.06207126940633628,101.53197505997534
6,10,50,50,17,10,rep6_k10_lambda50_mu50,,,83.20569128105289,5.192113087149832,-0.48163173969726747,90.82702322408703
6,30,2000,50,17,10,rep6_k30_lambda2000_mu50,,,106.99178909656074,4.701117929433611,-0.20011705755012787,119.56083704452209
7,10,50,50,17,10,rep7_k10_lambda50_mu50,,,84.79742537641646,10.339523523958677,-0.35761572543216275,102.41397021022836
7,30,2000,50,17,10,rep7_k30_lambda2000_mu50,,,105.78661009102376,4.755992722007182,-0.11414323816345616,120.74803241094314
8,10,2000,50,17,10,rep8_k10_lambda2000_mu50,,,107.52879479063701,3.2117898435764496,-0.6160012442404978,111.61930872669079
8,100,30,50,17,10,rep8_k100_lambda30_mu50,,,80.22152763173126,7.614969062000911,-0.06447661615059895,113.49432430341099
9,10,2000,50,17,10,rep9_k10_lambda2000_mu50,,,107.29495358192153,5.386824228080835,-0.31162281095351274,117.01738297521727
